"","country","year","GOV_Cab_LR","Cab_LR_lag1","Cab_LR_lag2","Cab_LR_lag3","Cab_LR_lag4","Cab_LR_lag5","dyn_cab_LR1","dyn_cab_LR2","dyn_cab_LR3","dyn_cab_LR4","dyn_cab_LR5","pall","gdp_pc","econ_dev","delta_ineq","yearly_net_migration","Country","EFindex","democracy","group"
"58",36,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4380492763,NA,NA,-0.0190906466,NA,NA,NA,1,4
"59",36,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4189586297,NA,NA,0.0225608341,NA,"Australia",0.01,1,4
"60",36,1946,-5.16817951202393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4415194638,NA,NA,0.0129245738,NA,"Australia",0.01,1,4
"61",36,1947,-5.0458722114563,-5.16817951202393,NA,NA,NA,NA,0.122307300567627,NA,NA,NA,NA,0.4544440376,NA,NA,-0.00222365769999999,NA,"Australia",0.011,1,4
"62",36,1948,-4.88279628753662,-5.0458722114563,-5.16817951202393,NA,NA,NA,0.163075923919678,0.122307300567627,NA,NA,NA,0.4522203799,NA,NA,0.00232293959999996,NA,"Australia",0.011,1,4
"63",36,1949,-4.71971988677979,-4.88279628753662,-5.0458722114563,-5.16817951202393,NA,NA,0.163076400756836,0.163075923919678,0.122307300567627,NA,NA,0.4545433195,NA,NA,-0.00583248149999999,NA,"Australia",0.012,1,4
"64",36,1950,11.498233795166,-4.71971988677979,-4.88279628753662,-5.0458722114563,-5.16817951202393,NA,16.2179536819458,0.163076400756836,0.163075923919678,0.122307300567627,NA,0.448710838,34808.6,0.0218365576323092,-0.0586861834,NA,"Australia",0.013,1,4
"65",36,1951,9.65537452697754,11.498233795166,-4.71971988677979,-4.88279628753662,-5.0458722114563,-5.16817951202393,-1.84285926818848,16.2179536819458,0.163076400756836,0.163075923919678,0.122307300567627,0.3900246546,35568.7,-0.00835847247720596,-0.00375073710000001,NA,"Australia",0.013,1,4
"66",36,1952,10.1474590301514,9.65537452697754,11.498233795166,-4.71971988677979,-4.88279628753662,-5.0458722114563,0.492084503173828,-1.84285926818848,16.2179536819458,0.163076400756836,0.163075923919678,0.3862739175,35271.4,0.0162482918171663,-0.00188774310000001,NA,"Australia",0.014,1,4
"67",36,1953,10.8071355819702,10.1474590301514,9.65537452697754,11.498233795166,-4.71971988677979,-4.88279628753662,0.659676551818848,0.492084503173828,-1.84285926818848,16.2179536819458,0.163076400756836,0.3843861744,35844.5,0.0482417107227049,-0.00357342220000001,NA,"Australia",0.015,1,4
"68",36,1954,11.5720529556274,10.8071355819702,10.1474590301514,9.65537452697754,11.498233795166,-4.71971988677979,0.764917373657227,0.659676551818848,0.492084503173828,-1.84285926818848,16.2179536819458,0.3808127522,37573.7,0.0405629469549181,-0.00263812949999997,NA,"Australia",0.015,1,4
"69",36,1955,12.1166830062866,11.5720529556274,10.8071355819702,10.1474590301514,9.65537452697754,11.498233795166,0.54463005065918,0.764917373657227,0.659676551818848,0.492084503173828,-1.84285926818848,0.3781746227,39097.8,0.0185176659556292,0.00186100769999997,NA,"Australia",0.016,1,4
"29",36,1956,10.9571075439453,12.1166830062866,11.5720529556274,10.8071355819702,10.1474590301514,9.65537452697754,-1.15957546234131,0.54463005065918,0.764917373657227,0.659676551818848,0.492084503173828,0.3800356304,39821.8,0.00463816301623726,-0.0177150712,NA,"Australia",0.017,1,4
